,Time (sec),Latitude (deg),Longitude (deg),Instant fuel economy (MPG),Total fuel economy (MPG),Fuel rate (gal/hr),Instant CO2 rate (lb/mile),Total CO2 (lbs),CO2 flow (lb/min),Engine RPM (RPM),Mass air flow rate (lb/min),Absolute load value (%),Mass air flow rate (lb/min).1,Engine Power (hp),Calculated load value (%),Time since engine start (sec),Ambient air temperature (°F),Intake manifold absolute pressure (inHg),Fuel system 1 status,Trip Distance (miles),Trip Fuel (gal),Trip Fuel Economy (MPG),Trip Duration (min),Ambient Temperature Sensor (°F),Blower Motor Speed Level,Compressor Speed (RPM),Compressor Target Speed (RPM),Room Temperature Sensor (°F),Engine Speed (RPM),Initial Intake Air Temperature (°F),Intake Air (°F),Hybrid battery pack remaining life (%),Traction Battery Pack Performance Retention Rate (%),Boost (psi),Acceleration (ft/s²),Vehicle Speed (MPH),Adjusted Ambient Temperature (°F),Motor Actual Current (A),Motor Power Supply Voltage (V),Battery Voltage (V),Aircon Consumption Power (kW),Battery Block Max Voltage (V),Cooling Fan 0 (%),Status of the Aircon Gate Status / OFF or ON,Battery Voltage (V).1,Status of the Engine Condition/ Stop or Run,Engine fuel rate (gal/hr),Driver's demand engine - percent torque (%),Actual engine - percent torque (%),Status of the Remote A/C Power Supply Request/ OFF or ON,Fuel injection timing (deg),Enhanced Hybrid/EV Charging State,Engine Torque (lb•ft),Set Temperature (Driver Side) (°F),Solar Sensor (Driver Side),Solar Ventilation Switch,Fuel Input (gal),Vehicle Load (%),Calculate Load (%),Total Weight Information (lbs),Timestamp,Outside Temp in C,Humidity,Wind Speed
244,253.299,34.2446,-118.5287,8.171809,39.97163,1.520768,2.39798,302.3386,0.4966786,2110.75,2.272914,53.33333,3.115332,20.85142,93.33334,266,69.8,39.88516,1,1.332952,0.03693357,36.09052,4.144071,70.7,0,0,0,77.9,2432.75,82.625,78.8,75.68627,0,-1.160302,-2.256883,24.65601,70.448,-0.68,27.048,13.554,0,16.33911,40.5,1,13.5,0,0,0,0,0,0,0,51.88393,92.3,37,0,7.660989,54.90196,87.45098,0,1688183548.299,76.6,58.0,5.75
245,254.297,34.24459,-118.5288,8.171809,39.97163,1.520768,2.39798,302.3386,0.4966786,2110.75,2.272914,53.33333,3.115332,20.85142,93.33334,266,69.8,39.88516,1,1.332952,0.03693357,36.09052,4.144071,70.7,0,0,0,77.9,2432.75,82.625,78.8,75.68627,0,-1.160302,-2.256883,24.65601,70.448,-0.68,27.048,13.554,0,16.33911,40.5,1,13.5,0,0,0,0,0,0,0,51.88393,92.3,37,0,7.660989,54.90196,87.45098,0,1688183549.297,76.6,58.0,5.75
246,255.301,34.24457,-118.5288,107.9817,39.97342,0.2474397,0.1814737,302.3466,0.08081313,1096.0,0.346626,13.33333,0.4907405,3.392673,37.2549,266,69.8,2.924231,2,1.376769,0.03734083,36.87035,4.239739,70.7,0,0,0,77.9,975.0,82.625,80.6,75.68627,0,-10.15264,0.6388628,17.49781,70.448,13.93,27.048,13.613,0,18.46924,40.5,1,13.5,0,0,0,0,0,0,0,16.25794,92.3,35,0,6.472215,14.5098,40.39216,0,1688183550.301,76.6,58.0,5.75
247,256.299,34.24458,-118.5288,107.9817,39.97342,0.2474397,0.1814737,302.3466,0.08081313,1096.0,0.346626,13.33333,0.4907405,3.392673,37.2549,266,69.8,2.924231,2,1.376769,0.03734083,36.87035,4.239739,70.7,0,0,0,77.9,975.0,82.625,80.6,75.68627,0,-10.15264,0.6388628,17.49781,70.448,13.93,27.048,13.613,0,18.46924,40.5,1,13.5,0,0,0,0,0,0,0,16.25794,92.3,35,0,6.472215,14.5098,40.39216,0,1688183551.299,76.6,58.0,5.75
248,257.302,34.24458,-118.5288,107.9817,39.97342,0.2474397,0.1814737,302.3466,0.08081313,1096.0,0.346626,13.33333,0.4907405,3.392673,37.2549,266,69.8,2.924231,2,1.376769,0.03734083,36.87035,4.239739,70.7,0,0,0,77.9,975.0,82.625,80.6,75.68627,0,-10.15264,0.6388628,17.49781,70.448,13.93,27.048,13.613,0,18.46924,40.5,1,13.5,0,0,0,0,0,0,0,16.25794,92.3,35,0,6.472215,14.5098,40.39216,0,1688183552.302,76.6,58.0,5.75
249,258.301,34.24458,-118.5288,107.9817,39.97342,0.2474397,0.1814737,302.3466,0.08081313,1096.0,0.346626,13.33333,0.4907405,3.392673,37.2549,266,69.8,2.924231,2,1.376769,0.03734083,36.87035,4.239739,70.7,0,0,0,77.9,975.0,82.625,80.6,75.68627,0,-10.15264,0.6388628,17.49781,70.448,13.93,27.048,13.613,0,18.46924,40.5,1,13.5,0,0,0,0,0,0,0,16.25794,92.3,35,0,6.472215,14.5098,40.39216,0,1688183553.301,76.6,58.0,5.75
250,259.302,34.24444,-118.5288,107.9817,39.97342,0.2474397,0.1814737,302.3466,0.08081313,1096.0,0.346626,13.33333,0.4907405,3.392673,37.2549,266,69.8,2.924231,2,1.376769,0.03734083,36.87035,4.239739,70.7,0,0,0,77.9,975.0,82.625,80.6,75.68627,0,-10.15264,0.6388628,17.49781,70.448,13.93,27.048,13.613,0,18.46924,40.5,1,13.5,0,0,0,0,0,0,0,16.25794,92.3,35,0,6.472215,14.5098,40.39216,0,1688183554.302,76.6,58.0,5.75
251,260.302,34.24437,-118.5288,39.30967,39.97341,0.2212992,0.4984991,302.3535,0.0722757,979.5,0.33075,14.11765,0.4710641,3.034257,40.0,266,69.8,5.37374,2,1.390705,0.03769333,36.89525,4.331925,70.7,0,0,0,77.9,1369.5,82.625,82.4,75.68627,0,-9.862566,-0.5162142,8.748906,70.448,1.26,27.146,13.593,0,16.18896,40.5,1,13.5,0,0,0,0,0,0,0,16.26979,92.3,33,0,5.679699,61.96078,94.11765,0,1688183555.302,76.6,58.0,5.75
252,261.301,34.24429,-118.5288,39.30967,39.97341,0.2212992,0.4984991,302.3535,0.0722757,979.5,0.33075,14.11765,0.4710641,3.034257,40.0,266,69.8,5.37374,2,1.390705,0.03769333,36.89525,4.331925,70.7,0,0,0,77.9,1369.5,82.625,82.4,75.68627,0,-9.862566,-0.5162142,8.748906,70.448,1.26,27.146,13.593,0,16.18896,40.5,1,13.5,0,0,0,0,0,0,0,16.26979,92.3,33,0,5.679699,61.96078,94.11765,0,1688183556.301,76.6,58.0,5.75
253,262.296,34.2442,-118.5288,39.30967,39.97341,0.2212992,0.4984991,302.3535,0.0722757,979.5,0.33075,14.11765,0.4710641,3.034257,40.0,266,69.8,5.37374,2,1.390705,0.03769333,36.89525,4.331925,70.7,0,0,0,77.9,1369.5,82.625,82.4,75.68627,0,-9.862566,-0.5162142,8.748906,70.448,1.26,27.146,13.593,0,16.18896,40.5,1,13.5,0,0,0,0,0,0,0,16.26979,92.3,33,0,5.679699,61.96078,94.11765,0,1688183557.296,76.6,58.0,5.75
254,263.3,34.24409,-118.5288,39.30967,39.97341,0.2212992,0.4984991,302.3535,0.0722757,979.5,0.33075,14.11765,0.4710641,3.034257,40.0,266,69.8,5.37374,2,1.390705,0.03769333,36.89525,4.331925,70.7,0,0,0,77.9,1369.5,82.625,82.4,75.68627,0,-9.862566,-0.5162142,8.748906,70.448,1.26,27.146,13.593,0,16.18896,40.5,1,13.5,0,0,0,0,0,0,0,16.26979,92.3,33,0,5.679699,61.96078,94.11765,0,1688183558.3,76.6,58.0,5.75
255,264.299,34.24399,-118.5288,39.30967,39.97341,0.2212992,0.4984991,302.3535,0.0722757,979.5,0.33075,14.11765,0.4710641,3.034257,40.0,266,69.8,5.37374,2,1.390705,0.03769333,36.89525,4.331925,70.7,0,0,0,77.9,1369.5,82.625,82.4,75.68627,0,-9.862566,-0.5162142,8.748906,70.448,1.26,27.146,13.593,0,16.18896,40.5,1,13.5,0,0,0,0,0,0,0,16.26979,92.3,33,0,5.679699,61.96078,94.11765,0,1688183559.299,76.6,58.0,5.75
256,265.301,34.24389,-118.5288,39.30967,39.97341,0.2212992,0.4984991,302.3535,0.0722757,979.5,0.33075,14.11765,0.4710641,3.034257,40.0,266,69.8,5.37374,2,1.390705,0.03769333,36.89525,4.331925,70.7,0,0,0,77.9,1369.5,82.625,82.4,75.68627,0,-9.862566,-0.5162142,8.748906,70.448,1.26,27.146,13.593,0,16.18896,40.5,1,13.5,0,0,0,0,0,0,0,16.26979,92.3,33,0,5.679699,61.96078,94.11765,0,1688183560.301,76.6,58.0,5.75
257,266.298,34.2438,-118.5288,39.30967,39.97341,0.2212992,0.4984991,302.3535,0.0722757,979.5,0.33075,14.11765,0.4710641,3.034257,40.0,266,69.8,5.37374,2,1.390705,0.03769333,36.89525,4.331925,70.7,0,0,0,77.9,1369.5,82.625,82.4,75.68627,0,-9.862566,-0.5162142,8.748906,70.448,1.26,27.146,13.593,0,16.18896,40.5,1,13.5,0,0,0,0,0,0,0,16.26979,92.3,33,0,5.679699,61.96078,94.11765,0,1688183561.298,76.6,58.0,5.75
258,267.305,34.24371,-118.5288,9.778524,39.96799,1.779245,2.003966,302.4075,0.5810966,2343.75,2.65923,49.41177,3.459225,24.39543,94.5098,266,69.8,48.34358,2,1.417271,0.04044835,35.03902,4.440013,70.7,0,0,0,77.9,1073.25,82.625,78.8,75.68627,0,-1.160302,-1.130874,23.86065,70.448,-0.87,27.048,13.632,0,17.04956,40.0,1,13.5,0,0,0,0,0,0,0,54.66776,92.3,35,0,7.264731,3.921569,0.0,0,1688183562.305,76.6,58.0,5.75
259,268.299,34.24362,-118.5288,9.778524,39.96799,1.779245,2.003966,302.4075,0.5810966,2343.75,2.65923,49.41177,3.459225,24.39543,94.5098,266,69.8,48.34358,2,1.417271,0.04044835,35.03902,4.440013,70.7,0,0,0,77.9,1073.25,82.625,78.8,75.68627,0,-1.160302,-1.130874,23.86065,70.448,-0.87,27.048,13.632,0,17.04956,40.0,1,13.5,0,0,0,0,0,0,0,54.66776,92.3,35,0,7.264731,3.921569,0.0,0,1688183563.299,76.6,58.0,5.75
260,269.301,34.24355,-118.5288,9.778524,39.96799,1.779245,2.003966,302.4075,0.5810966,2343.75,2.65923,49.41177,3.459225,24.39543,94.5098,266,69.8,48.34358,2,1.417271,0.04044835,35.03902,4.440013,70.7,0,0,0,77.9,1073.25,82.625,78.8,75.68627,0,-1.160302,-1.130874,23.86065,70.448,-0.87,27.048,13.632,0,17.04956,40.0,1,13.5,0,0,0,0,0,0,0,54.66776,92.3,35,0,7.264731,3.921569,0.0,0,1688183564.301,76.6,58.0,5.75
261,270.301,34.24348,-118.5288,9.778524,39.96799,1.779245,2.003966,302.4075,0.5810966,2343.75,2.65923,49.41177,3.459225,24.39543,94.5098,266,69.8,48.34358,2,1.417271,0.04044835,35.03902,4.440013,70.7,0,0,0,77.9,1073.25,82.625,78.8,75.68627,0,-1.160302,-1.130874,23.86065,70.448,-0.87,27.048,13.632,0,17.04956,40.0,1,13.5,0,0,0,0,0,0,0,54.66776,92.3,35,0,7.264731,3.921569,0.0,0,1688183565.301,76.6,58.0,5.75
262,271.299,34.24342,-118.5288,9.778524,39.96799,1.779245,2.003966,302.4075,0.5810966,2343.75,2.65923,49.41177,3.459225,24.39543,94.5098,266,69.8,48.34358,2,1.417271,0.04044835,35.03902,4.440013,70.7,0,0,0,77.9,1073.25,82.625,78.8,75.68627,0,-1.160302,-1.130874,23.86065,70.448,-0.87,27.048,13.632,0,17.04956,40.0,1,13.5,0,0,0,0,0,0,0,54.66776,92.3,35,0,7.264731,3.921569,0.0,0,1688183566.299,76.6,58.0,5.75
263,272.299,34.24337,-118.5288,1129.237,39.97061,0.02035952,0.01735316,302.4082,0.006649364,0.0,0.030429,0.0,0.0,0.2791517,0.0,266,69.8,0.2296518,1,1.459034,0.04048502,36.03887,4.529742,70.7,0,0,0,77.9,0.0,82.625,82.4,75.68627,0,0.0,1.787667,15.9071,70.448,-1.1,27.097,13.691,0,18.26904,40.0,1,13.5,0,0,0,0,0,0,0,0.0,92.3,38,0,7.660989,0.0,0.0,0,1688183567.299,76.6,58.0,5.75
264,273.304,34.24334,-118.5288,1129.237,39.97061,0.02035952,0.01735316,302.4082,0.006649364,0.0,0.030429,0.0,0.0,0.2791517,0.0,266,69.8,0.2296518,1,1.459034,0.04048502,36.03887,4.529742,70.7,0,0,0,77.9,0.0,82.625,82.4,75.68627,0,0.0,1.787667,15.9071,70.448,-1.1,27.097,13.691,0,18.26904,40.0,1,13.5,0,0,0,0,0,0,0,0.0,92.3,38,0,7.660989,0.0,0.0,0,1688183568.304,76.6,58.0,5.75
265,274.304,34.24332,-118.5288,1129.237,39.97061,0.02035952,0.01735316,302.4082,0.006649364,0.0,0.030429,0.0,0.0,0.2791517,0.0,266,69.8,0.2296518,1,1.459034,0.04048502,36.03887,4.529742,70.7,0,0,0,77.9,0.0,82.625,82.4,75.68627,0,0.0,1.787667,15.9071,70.448,-1.1,27.097,13.691,0,18.26904,40.0,1,13.5,0,0,0,0,0,0,0,0.0,92.3,38,0,7.660989,0.0,0.0,0,1688183569.304,76.6,58.0,5.75
266,275.303,34.2433,-118.5288,1129.237,39.97061,0.02035952,0.01735316,302.4082,0.006649364,0.0,0.030429,0.0,0.0,0.2791517,0.0,266,69.8,0.2296518,1,1.459034,0.04048502,36.03887,4.529742,70.7,0,0,0,77.9,0.0,82.625,82.4,75.68627,0,0.0,1.787667,15.9071,70.448,-1.1,27.097,13.691,0,18.26904,40.0,1,13.5,0,0,0,0,0,0,0,0.0,92.3,38,0,7.660989,0.0,0.0,0,1688183570.303,76.6,58.0,5.75
267,276.305,34.24329,-118.5288,1129.237,39.97061,0.02035952,0.01735316,302.4082,0.006649364,0.0,0.030429,0.0,0.0,0.2791517,0.0,266,69.8,0.2296518,1,1.459034,0.04048502,36.03887,4.529742,70.7,0,0,0,77.9,0.0,82.625,82.4,75.68627,0,0.0,1.787667,15.9071,70.448,-1.1,27.097,13.691,0,18.26904,40.0,1,13.5,0,0,0,0,0,0,0,0.0,92.3,38,0,7.660989,0.0,0.0,0,1688183571.305,76.6,58.0,5.75
268,277.304,34.24329,-118.5288,1129.237,39.97061,0.02035952,0.01735316,302.4082,0.006649364,0.0,0.030429,0.0,0.0,0.2791517,0.0,266,69.8,0.2296518,1,1.459034,0.04048502,36.03887,4.529742,70.7,0,0,0,77.9,0.0,82.625,82.4,75.68627,0,0.0,1.787667,15.9071,70.448,-1.1,27.097,13.691,0,18.26904,40.0,1,13.5,0,0,0,0,0,0,0,0.0,92.3,38,0,7.660989,0.0,0.0,0,1688183572.304,76.6,58.0,5.75
269,278.303,34.24329,-118.5288,489.5048,39.97143,0.01904081,0.04003196,302.4088,0.006218676,0.0,0.027783,0.0,0.0,0.2610707,0.0,266,69.8,0.0,1,1.472842,0.04051328,36.35455,4.622602,70.7,0,0,0,77.9,0.0,82.625,84.2,75.68627,0,0.0,-1.25261,3.181421,70.448,6.15,35.084,13.632,0,17.21924,40.0,1,13.5,0,0,0,0,0,0,0,0.0,92.3,39,0,8.849763,0.0,0.0,0,1688183573.303,76.6,58.0,5.75
270,279.304,34.24329,-118.5288,489.5048,39.97143,0.01904081,0.04003196,302.4088,0.006218676,0.0,0.027783,0.0,0.0,0.2610707,0.0,266,69.8,0.0,1,1.472842,0.04051328,36.35455,4.622602,70.7,0,0,0,77.9,0.0,82.625,84.2,75.68627,0,0.0,-1.25261,3.181421,70.448,6.15,35.084,13.632,0,17.21924,40.0,1,13.5,0,0,0,0,0,0,0,0.0,92.3,39,0,8.849763,0.0,0.0,0,1688183574.304,76.6,58.0,5.75
271,280.303,34.24329,-118.5288,489.5048,39.97143,0.01904081,0.04003196,302.4088,0.006218676,0.0,0.027783,0.0,0.0,0.2610707,0.0,266,69.8,0.0,1,1.472842,0.04051328,36.35455,4.622602,70.7,0,0,0,77.9,0.0,82.625,84.2,75.68627,0,0.0,-1.25261,3.181421,70.448,6.15,35.084,13.632,0,17.21924,40.0,1,13.5,0,0,0,0,0,0,0,0.0,92.3,39,0,8.849763,0.0,0.0,0,1688183575.303,76.6,58.0,5.75
272,281.302,34.24328,-118.5288,489.5048,39.97143,0.01904081,0.04003196,302.4088,0.006218676,0.0,0.027783,0.0,0.0,0.2610707,0.0,266,69.8,0.0,1,1.472842,0.04051328,36.35455,4.622602,70.7,0,0,0,77.9,0.0,82.625,84.2,75.68627,0,0.0,-1.25261,3.181421,70.448,6.15,35.084,13.632,0,17.21924,40.0,1,13.5,0,0,0,0,0,0,0,0.0,92.3,39,0,8.849763,0.0,0.0,0,1688183576.302,76.6,58.0,5.75
273,282.305,34.24329,-118.5288,489.5048,39.97143,0.01904081,0.04003196,302.4088,0.006218676,0.0,0.027783,0.0,0.0,0.2610707,0.0,266,69.8,0.0,1,1.472842,0.04051328,36.35455,4.622602,70.7,0,0,0,77.9,0.0,82.625,84.2,75.68627,0,0.0,-1.25261,3.181421,70.448,6.15,35.084,13.632,0,17.21924,40.0,1,13.5,0,0,0,0,0,0,0,0.0,92.3,39,0,8.849763,0.0,0.0,0,1688183577.305,76.6,58.0,5.75
274,283.303,34.24329,-118.5288,97.90096,39.97154,0.01904081,0.2001598,302.4093,0.006218676,0.0,0.027783,0.0,0.0,0.2610707,0.0,266,69.8,0.0,1,1.475722,0.04054264,36.39927,4.715039,70.7,0,0,0,77.9,0.0,82.625,84.2,75.68627,0,-0.1450377,-2.862808,0.0,70.448,32.35,27.146,13.632,0,17.04956,0.0,1,13.5,0,0,0,0,0,0,0,0.0,92.3,39,0,0.0,0.0,0.0,0,1688183578.303,76.6,58.0,5.75
275,284.303,34.24329,-118.5288,97.90096,39.97154,0.01904081,0.2001598,302.4093,0.006218676,0.0,0.027783,0.0,0.0,0.2610707,0.0,266,69.8,0.0,1,1.475722,0.04054264,36.39927,4.715039,70.7,0,0,0,77.9,0.0,82.625,84.2,75.68627,0,-0.1450377,-2.862808,0.0,70.448,32.35,27.146,13.632,0,17.04956,0.0,1,13.5,0,0,0,0,0,0,0,0.0,92.3,39,0,0.0,0.0,0.0,0,1688183579.303,76.6,58.0,5.75
276,285.303,34.24329,-118.5288,97.90096,39.97154,0.01904081,0.2001598,302.4093,0.006218676,0.0,0.027783,0.0,0.0,0.2610707,0.0,266,69.8,0.0,1,1.475722,0.04054264,36.39927,4.715039,70.7,0,0,0,77.9,0.0,82.625,84.2,75.68627,0,-0.1450377,-2.862808,0.0,70.448,32.35,27.146,13.632,0,17.04956,0.0,1,13.5,0,0,0,0,0,0,0,0.0,92.3,39,0,0.0,0.0,0.0,0,1688183580.303,76.6,58.0,5.75
277,286.303,34.24329,-118.5288,97.90096,39.97154,0.01904081,0.2001598,302.4093,0.006218676,0.0,0.027783,0.0,0.0,0.2610707,0.0,266,69.8,0.0,1,1.475722,0.04054264,36.39927,4.715039,70.7,0,0,0,77.9,0.0,82.625,84.2,75.68627,0,-0.1450377,-2.862808,0.0,70.448,32.35,27.146,13.632,0,17.04956,0.0,1,13.5,0,0,0,0,0,0,0,0.0,92.3,39,0,0.0,0.0,0.0,0,1688183581.303,76.6,58.0,5.75
278,287.301,34.24329,-118.5288,97.90096,39.97154,0.01904081,0.2001598,302.4093,0.006218676,0.0,0.027783,0.0,0.0,0.2610707,0.0,266,69.8,0.0,1,1.475722,0.04054264,36.39927,4.715039,70.7,0,0,0,77.9,0.0,82.625,84.2,75.68627,0,-0.1450377,-2.862808,0.0,70.448,32.35,27.146,13.632,0,17.04956,0.0,1,13.5,0,0,0,0,0,0,0,0.0,92.3,39,0,0.0,0.0,0.0,0,1688183582.301,76.6,58.0,5.75
279,288.298,34.24328,-118.5288,97.90096,39.97154,0.01904081,0.2001598,302.4093,0.006218676,0.0,0.027783,0.0,0.0,0.2610707,0.0,266,69.8,0.0,1,1.475722,0.04054264,36.39927,4.715039,70.7,0,0,0,77.9,0.0,82.625,84.2,75.68627,0,-0.1450377,-2.862808,0.0,70.448,32.35,27.146,13.632,0,17.04956,0.0,1,13.5,0,0,0,0,0,0,0,0.0,92.3,39,0,0.0,0.0,0.0,0,1688183583.298,76.6,58.0,5.75
280,289.288,34.24328,-118.5288,97.90096,39.97154,0.01904081,0.2001598,302.4093,0.006218676,0.0,0.027783,0.0,0.0,0.2610707,0.0,266,69.8,0.0,1,1.475722,0.04054264,36.39927,4.715039,70.7,0,0,0,77.9,0.0,82.625,84.2,75.68627,0,-0.1450377,-2.862808,0.0,70.448,32.35,27.146,13.632,0,17.04956,0.0,1,13.5,0,0,0,0,0,0,0,0.0,92.3,39,0,0.0,0.0,0.0,0,1688183584.288,76.6,58.0,5.75
281,290.29,34.24327,-118.5288,97.90096,39.97154,0.01904081,0.2001598,302.4093,0.006218676,0.0,0.027783,0.0,0.0,0.2610707,0.0,266,69.8,0.0,1,1.475722,0.04054264,36.39927,4.715039,70.7,0,0,0,77.9,0.0,82.625,84.2,75.68627,0,-0.1450377,-2.862808,0.0,70.448,32.35,27.146,13.632,0,17.04956,0.0,1,13.5,0,0,0,0,0,0,0,0.0,92.3,39,0,0.0,0.0,0.0,0,1688183585.29,76.6,58.0,5.75
282,291.288,34.24328,-118.5288,97.90096,39.97154,0.01904081,0.2001598,302.4093,0.006218676,0.0,0.027783,0.0,0.0,0.2610707,0.0,266,69.8,0.0,1,1.475722,0.04054264,36.39927,4.715039,70.7,0,0,0,77.9,0.0,82.625,84.2,75.68627,0,-0.1450377,-2.862808,0.0,70.448,32.35,27.146,13.632,0,17.04956,0.0,1,13.5,0,0,0,0,0,0,0,0.0,92.3,39,0,0.0,0.0,0.0,0,1688183586.288,76.6,58.0,5.75
283,292.317,34.24328,-118.5288,97.90096,39.97154,0.01904081,0.2001598,302.4093,0.006218676,0.0,0.027783,0.0,0.0,0.2610707,0.0,266,69.8,0.0,1,1.475722,0.04054264,36.39927,4.715039,70.7,0,0,0,77.9,0.0,82.625,84.2,75.68627,0,-0.1450377,-2.862808,0.0,70.448,32.35,27.146,13.632,0,17.04956,0.0,1,13.5,0,0,0,0,0,0,0,0.0,92.3,39,0,0.0,0.0,0.0,0,1688183587.317,76.6,58.0,5.75
284,293.293,34.24328,-118.5288,97.90096,39.97154,0.01904081,0.2001598,302.4093,0.006218676,0.0,0.027783,0.0,0.0,0.2610707,0.0,266,69.8,0.0,1,1.475722,0.04054264,36.39927,4.715039,70.7,0,0,0,77.9,0.0,82.625,84.2,75.68627,0,-0.1450377,-2.862808,0.0,70.448,32.35,27.146,13.632,0,17.04956,0.0,1,13.5,0,0,0,0,0,0,0,0.0,92.3,39,0,0.0,0.0,0.0,0,1688183588.293,76.6,58.0,5.75
285,294.292,34.24328,-118.5288,97.90096,39.97154,0.01904081,0.2001598,302.4093,0.006218676,0.0,0.027783,0.0,0.0,0.2610707,0.0,266,69.8,0.0,1,1.475722,0.04054264,36.39927,4.715039,70.7,0,0,0,77.9,0.0,82.625,84.2,75.68627,0,-0.1450377,-2.862808,0.0,70.448,32.35,27.146,13.632,0,17.04956,0.0,1,13.5,0,0,0,0,0,0,0,0.0,92.3,39,0,0.0,0.0,0.0,0,1688183589.292,76.6,58.0,5.75
286,295.288,34.24328,-118.5288,97.90096,39.97154,0.01904081,0.2001598,302.4093,0.006218676,0.0,0.027783,0.0,0.0,0.2610707,0.0,266,69.8,0.0,1,1.475722,0.04054264,36.39927,4.715039,70.7,0,0,0,77.9,0.0,82.625,84.2,75.68627,0,-0.1450377,-2.862808,0.0,70.448,32.35,27.146,13.632,0,17.04956,0.0,1,13.5,0,0,0,0,0,0,0,0.0,92.3,39,0,0.0,0.0,0.0,0,1688183590.288,76.6,58.0,5.75
287,296.298,34.24328,-118.5288,97.90096,39.97154,0.01904081,0.2001598,302.4093,0.006218676,0.0,0.027783,0.0,0.0,0.2610707,0.0,266,69.8,0.0,1,1.475722,0.04054264,36.39927,4.715039,70.7,0,0,0,77.9,0.0,82.625,84.2,75.68627,0,-0.1450377,-2.862808,0.0,70.448,32.35,27.146,13.632,0,17.04956,0.0,1,13.5,0,0,0,0,0,0,0,0.0,92.3,39,0,0.0,0.0,0.0,0,1688183591.298,76.6,58.0,5.75
288,297.292,34.24327,-118.5288,97.90096,39.97154,0.01904081,0.2001598,302.4093,0.006218676,0.0,0.027783,0.0,0.0,0.2610707,0.0,266,69.8,0.0,1,1.475722,0.04054264,36.39927,4.715039,70.7,0,0,0,77.9,0.0,82.625,84.2,75.68627,0,-0.1450377,-2.862808,0.0,70.448,32.35,27.146,13.632,0,17.04956,0.0,1,13.5,0,0,0,0,0,0,0,0.0,92.3,39,0,0.0,0.0,0.0,0,1688183592.292,76.6,58.0,5.75
289,298.295,34.24328,-118.5288,97.90096,39.97154,0.01904081,0.2001598,302.4093,0.006218676,0.0,0.027783,0.0,0.0,0.2610707,0.0,266,69.8,0.0,1,1.475722,0.04054264,36.39927,4.715039,70.7,0,0,0,77.9,0.0,82.625,84.2,75.68627,0,-0.1450377,-2.862808,0.0,70.448,32.35,27.146,13.632,0,17.04956,0.0,1,13.5,0,0,0,0,0,0,0,0.0,92.3,39,0,0.0,0.0,0.0,0,1688183593.295,76.6,58.0,5.75
290,299.297,34.24328,-118.5288,97.90096,39.97154,0.01904081,0.2001598,302.4093,0.006218676,0.0,0.027783,0.0,0.0,0.2610707,0.0,266,69.8,0.0,1,1.475722,0.04054264,36.39927,4.715039,70.7,0,0,0,77.9,0.0,82.625,84.2,75.68627,0,-0.1450377,-2.862808,0.0,70.448,32.35,27.146,13.632,0,17.04956,0.0,1,13.5,0,0,0,0,0,0,0,0.0,92.3,39,0,0.0,0.0,0.0,0,1688183594.297,76.6,58.0,5.75
291,300.298,34.24328,-118.5288,97.90096,39.97154,0.01904081,0.2001598,302.4093,0.006218676,0.0,0.027783,0.0,0.0,0.2610707,0.0,266,69.8,0.0,1,1.475722,0.04054264,36.39927,4.715039,70.7,0,0,0,77.9,0.0,82.625,84.2,75.68627,0,-0.1450377,-2.862808,0.0,70.448,32.35,27.146,13.632,0,17.04956,0.0,1,13.5,0,0,0,0,0,0,0,0.0,92.3,39,0,0.0,0.0,0.0,0,1688183595.298,76.6,58.0,5.75
292,301.288,34.24327,-118.5288,97.90096,39.97154,0.01904081,0.2001598,302.4093,0.006218676,0.0,0.027783,0.0,0.0,0.2610707,0.0,266,69.8,0.0,1,1.475722,0.04054264,36.39927,4.715039,70.7,0,0,0,77.9,0.0,82.625,84.2,75.68627,0,-0.1450377,-2.862808,0.0,70.448,32.35,27.146,13.632,0,17.04956,0.0,1,13.5,0,0,0,0,0,0,0,0.0,92.3,39,0,0.0,0.0,0.0,0,1688183596.288,76.6,58.0,5.75
293,302.298,34.24327,-118.5288,97.90096,39.97154,0.01904081,0.2001598,302.4093,0.006218676,0.0,0.027783,0.0,0.0,0.2610707,0.0,266,69.8,0.0,1,1.475722,0.04054264,36.39927,4.715039,70.7,0,0,0,77.9,0.0,82.625,84.2,75.68627,0,-0.1450377,-2.862808,0.0,70.448,32.35,27.146,13.632,0,17.04956,0.0,1,13.5,0,0,0,0,0,0,0,0.0,92.3,39,0,0.0,0.0,0.0,0,1688183597.298,76.6,58.0,5.75
294,303.298,34.24328,-118.5288,97.90096,39.97154,0.01904081,0.2001598,302.4093,0.006218676,0.0,0.027783,0.0,0.0,0.2610707,0.0,266,69.8,0.0,1,1.475722,0.04054264,36.39927,4.715039,70.7,0,0,0,77.9,0.0,82.625,84.2,75.68627,0,-0.1450377,-2.862808,0.0,70.448,32.35,27.146,13.632,0,17.04956,0.0,1,13.5,0,0,0,0,0,0,0,0.0,92.3,39,0,0.0,0.0,0.0,0,1688183598.298,76.6,58.0,5.75
