,Time (sec),Latitude (deg),Longitude (deg),Instant fuel economy (MPG),Total fuel economy (MPG),Fuel rate (gal/hr),Instant CO2 rate (lb/mile),Total CO2 (lbs),CO2 flow (lb/min),Engine RPM (RPM),Mass air flow rate (lb/min),Absolute load value (%),Mass air flow rate (lb/min).1,Engine Power (hp),Calculated load value (%),Time since engine start (sec),Ambient air temperature (°F),Intake manifold absolute pressure (inHg),Fuel system 1 status,Trip Distance (miles),Trip Fuel (gal),Trip Fuel Economy (MPG),Trip Duration (min),Ambient Temperature Sensor (°F),Blower Motor Speed Level,Compressor Speed (RPM),Compressor Target Speed (RPM),Room Temperature Sensor (°F),Engine Speed (RPM),Initial Intake Air Temperature (°F),Intake Air (°F),Hybrid battery pack remaining life (%),Traction Battery Pack Performance Retention Rate (%),Boost (psi),Acceleration (ft/s²),Vehicle Speed (MPH),Adjusted Ambient Temperature (°F),Motor Actual Current (A),Motor Power Supply Voltage (V),Battery Voltage (V),Aircon Consumption Power (kW),Battery Block Max Voltage (V),Cooling Fan 0 (%),Status of the Aircon Gate Status / OFF or ON,Battery Voltage (V).1,Status of the Engine Condition/ Stop or Run,Engine fuel rate (gal/hr),Driver's demand engine - percent torque (%),Actual engine - percent torque (%),Status of the Remote A/C Power Supply Request/ OFF or ON,Fuel injection timing (deg),Enhanced Hybrid/EV Charging State,Engine Torque (lb•ft),Set Temperature (Driver Side) (°F),Solar Sensor (Driver Side),Solar Ventilation Switch,Fuel Input (gal),Vehicle Load (%),Calculate Load (%),Total Weight Information (lbs),Timestamp,Outside Temp in C,Humidity,Wind Speed
93,98.298,34.25705,-118.5274,24.46281,39.96003,1.498638,0.8010458,302.0024,0.489451,1740.5,2.239839,51.37255,2.403666,20.54799,92.15686,78,73.4,30.80361,2,0.4682055,0.01977385,23.67801,1.600884,73.22,0,0,0,77.45,1359.25,82.625,82.4,71.37255,0,-2.030528,0.6686412,32.60956,72.752,-0.19,27.048,13.574,0,17.85889,46.5,1,13.5,0,0,0,0,0,0,0,62.00538,92.3,24,0,8.189333,14.5098,41.56863,0,1688183393.298,76.63499999999999,58.0,5.75
94,99.298,34.25695,-118.5274,24.46281,39.96003,1.498638,0.8010458,302.0024,0.489451,1740.5,2.239839,51.37255,2.403666,20.54799,92.15686,78,73.4,30.80361,2,0.4682055,0.01977385,23.67801,1.600884,73.22,0,0,0,77.45,1359.25,82.625,82.4,71.37255,0,-2.030528,0.6686412,32.60956,72.752,-0.19,27.048,13.574,0,17.85889,46.5,1,13.5,0,0,0,0,0,0,0,62.00538,92.3,24,0,8.189333,14.5098,41.56863,0,1688183394.298,76.62666666666667,58.0,5.75
95,100.304,34.25685,-118.5274,24.46281,39.96003,1.498638,0.8010458,302.0024,0.489451,1740.5,2.239839,51.37255,2.403666,20.54799,92.15686,78,73.4,30.80361,2,0.4682055,0.01977385,23.67801,1.600884,73.22,0,0,0,77.45,1359.25,82.625,82.4,71.37255,0,-2.030528,0.6686412,32.60956,72.752,-0.19,27.048,13.574,0,17.85889,46.5,1,13.5,0,0,0,0,0,0,0,62.00538,92.3,24,0,8.189333,14.5098,41.56863,0,1688183395.304,76.61833333333333,58.0,5.75
96,101.298,34.25673,-118.5274,24.46281,39.96003,1.498638,0.8010458,302.0024,0.489451,1740.5,2.239839,51.37255,2.403666,20.54799,92.15686,78,73.4,30.80361,2,0.4682055,0.01977385,23.67801,1.600884,73.22,0,0,0,77.45,1359.25,82.625,82.4,71.37255,0,-2.030528,0.6686412,32.60956,72.752,-0.19,27.048,13.574,0,17.85889,46.5,1,13.5,0,0,0,0,0,0,0,62.00538,92.3,24,0,8.189333,14.5098,41.56863,0,1688183396.298,76.61,58.0,5.75
97,102.294,34.2566,-118.5274,24.46281,39.96003,1.498638,0.8010458,302.0024,0.489451,1740.5,2.239839,51.37255,2.403666,20.54799,92.15686,78,73.4,30.80361,2,0.4682055,0.01977385,23.67801,1.600884,73.22,0,0,0,77.45,1359.25,82.625,82.4,71.37255,0,-2.030528,0.6686412,32.60956,72.752,-0.19,27.048,13.574,0,17.85889,46.5,1,13.5,0,0,0,0,0,0,0,62.00538,92.3,24,0,8.189333,14.5098,41.56863,0,1688183397.294,76.60166666666666,58.0,5.75
98,103.298,34.25645,-118.5274,24.46281,39.96003,1.498638,0.8010458,302.0024,0.489451,1740.5,2.239839,51.37255,2.403666,20.54799,92.15686,78,73.4,30.80361,2,0.4682055,0.01977385,23.67801,1.600884,73.22,0,0,0,77.45,1359.25,82.625,82.4,71.37255,0,-2.030528,0.6686412,32.60956,72.752,-0.19,27.048,13.574,0,17.85889,46.5,1,13.5,0,0,0,0,0,0,0,62.00538,92.3,24,0,8.189333,14.5098,41.56863,0,1688183398.298,76.59333333333333,58.0,5.75
99,104.3,34.2563,-118.5274,24.46281,39.96003,1.498638,0.8010458,302.0024,0.489451,1740.5,2.239839,51.37255,2.403666,20.54799,92.15686,78,73.4,30.80361,2,0.4682055,0.01977385,23.67801,1.600884,73.22,0,0,0,77.45,1359.25,82.625,82.4,71.37255,0,-2.030528,0.6686412,32.60956,72.752,-0.19,27.048,13.574,0,17.85889,46.5,1,13.5,0,0,0,0,0,0,0,62.00538,92.3,24,0,8.189333,14.5098,41.56863,0,1688183399.3,76.585,58.0,5.75
100,105.301,34.25613,-118.5274,32.04533,39.96003,1.498638,0.6115037,302.0024,0.489451,1222.5,0.850689,38.82353,1.606934,20.54799,91.76471,78,73.4,8.674404,2,0.4682055,0.01977385,23.67801,1.600884,73.22,0,0,0,77.45,2927.25,82.625,78.8,71.37255,0,-2.610679,-0.3530792,35.79098,72.752,-0.2,27.048,13.554,0,15.26978,53.5,1,13.5,0,0,0,0,0,0,0,88.27842,92.3,24,0,7.660989,59.60784,90.98039,0,1688183400.301,76.57666666666667,58.0,5.75
101,106.306,34.25595,-118.5274,32.04533,39.96003,1.498638,0.6115037,302.0024,0.489451,1222.5,0.850689,38.82353,1.606934,20.54799,91.76471,78,73.4,8.674404,2,0.4682055,0.01977385,23.67801,1.600884,73.22,0,0,0,77.45,2927.25,82.625,78.8,71.37255,0,-2.610679,-0.3530792,35.79098,72.752,-0.2,27.048,13.554,0,15.26978,53.5,1,13.5,0,0,0,0,0,0,0,88.27842,92.3,24,0,7.660989,59.60784,90.98039,0,1688183401.306,76.56833333333333,58.0,5.75
102,107.3,34.25578,-118.5274,32.04533,39.96003,1.498638,0.6115037,302.0024,0.489451,1222.5,0.850689,38.82353,1.606934,20.54799,91.76471,78,73.4,8.674404,2,0.4682055,0.01977385,23.67801,1.600884,73.22,0,0,0,77.45,2927.25,82.625,78.8,71.37255,0,-2.610679,-0.3530792,35.79098,72.752,-0.2,27.048,13.554,0,15.26978,53.5,1,13.5,0,0,0,0,0,0,0,88.27842,92.3,24,0,7.660989,59.60784,90.98039,0,1688183402.3,76.56,58.0,5.75
103,108.296,34.2556,-118.5274,32.04533,39.96003,1.498638,0.6115037,302.0024,0.489451,1222.5,0.850689,38.82353,1.606934,20.54799,91.76471,78,73.4,8.674404,2,0.4682055,0.01977385,23.67801,1.600884,73.22,0,0,0,77.45,2927.25,82.625,78.8,71.37255,0,-2.610679,-0.3530792,35.79098,72.752,-0.2,27.048,13.554,0,15.26978,53.5,1,13.5,0,0,0,0,0,0,0,88.27842,92.3,24,0,7.660989,59.60784,90.98039,0,1688183403.296,76.55166666666666,58.0,5.75
104,109.301,34.25542,-118.5274,32.04533,39.96003,1.498638,0.6115037,302.0024,0.489451,1222.5,0.850689,38.82353,1.606934,20.54799,91.76471,78,73.4,8.674404,2,0.4682055,0.01977385,23.67801,1.600884,73.22,0,0,0,77.45,2927.25,82.625,78.8,71.37255,0,-2.610679,-0.3530792,35.79098,72.752,-0.2,27.048,13.554,0,15.26978,53.5,1,13.5,0,0,0,0,0,0,0,88.27842,92.3,24,0,7.660989,59.60784,90.98039,0,1688183404.301,76.54333333333334,58.0,5.75
105,110.3,34.25525,-118.5274,32.04533,39.96003,1.498638,0.6115037,302.0024,0.489451,1222.5,0.850689,38.82353,1.606934,20.54799,91.76471,78,73.4,8.674404,2,0.4682055,0.01977385,23.67801,1.600884,73.22,0,0,0,77.45,2927.25,82.625,78.8,71.37255,0,-2.610679,-0.3530792,35.79098,72.752,-0.2,27.048,13.554,0,15.26978,53.5,1,13.5,0,0,0,0,0,0,0,88.27842,92.3,24,0,7.660989,59.60784,90.98039,0,1688183405.3,76.535,58.0,5.75
106,111.295,34.25507,-118.5274,32.04533,39.96003,1.498638,0.6115037,302.0024,0.489451,1222.5,0.850689,38.82353,1.606934,20.54799,91.76471,78,73.4,8.674404,2,0.4682055,0.01977385,23.67801,1.600884,73.22,0,0,0,77.45,2927.25,82.625,78.8,71.37255,0,-2.610679,-0.3530792,35.79098,72.752,-0.2,27.048,13.554,0,15.26978,53.5,1,13.5,0,0,0,0,0,0,0,88.27842,92.3,24,0,7.660989,59.60784,90.98039,0,1688183406.295,76.52666666666666,58.0,5.75
107,112.304,34.25489,-118.5274,32.04533,39.96003,1.498638,0.6115037,302.0024,0.489451,1222.5,0.850689,38.82353,1.606934,20.54799,91.76471,78,73.4,8.674404,2,0.4682055,0.01977385,23.67801,1.600884,73.22,0,0,0,77.45,2927.25,82.625,78.8,71.37255,0,-2.610679,-0.3530792,35.79098,72.752,-0.2,27.048,13.554,0,15.26978,53.5,1,13.5,0,0,0,0,0,0,0,88.27842,92.3,24,0,7.660989,59.60784,90.98039,0,1688183407.304,76.51833333333333,58.0,5.75
108,113.308,34.25472,-118.5274,112.5149,39.96428,0.3700122,0.1741622,302.0197,0.120845,1954.5,0.553014,10.58823,0.6829314,5.073278,32.15686,138,73.4,8.02842,2,0.5688531,0.02065489,27.54085,1.877926,73.22,0,0,0,77.45,1183.5,82.625,78.8,70.58823,0,-11.02287,0.9154772,42.94918,72.752,0.46,27.048,13.632,0,15.94971,52.5,1,13.5,0,0,0,0,0,0,0,13.63286,92.3,23,0,7.793075,5.098039,0.0,0,1688183408.308,76.50999999999999,58.0,5.75
109,114.297,34.25455,-118.5274,112.5149,39.96428,0.3700122,0.1741622,302.0197,0.120845,1954.5,0.553014,10.58823,0.6829314,5.073278,32.15686,138,73.4,8.02842,2,0.5688531,0.02065489,27.54085,1.877926,73.22,0,0,0,77.45,1183.5,82.625,78.8,70.58823,0,-11.02287,0.9154772,42.94918,72.752,0.46,27.048,13.632,0,15.94971,52.5,1,13.5,0,0,0,0,0,0,0,13.63286,92.3,23,0,7.793075,5.098039,0.0,0,1688183409.297,76.50166666666667,58.0,5.75
110,115.283,34.25438,-118.5274,112.5149,39.96428,0.3700122,0.1741622,302.0197,0.120845,1954.5,0.553014,10.58823,0.6829314,5.073278,32.15686,138,73.4,8.02842,2,0.5688531,0.02065489,27.54085,1.877926,73.22,0,0,0,77.45,1183.5,82.625,78.8,70.58823,0,-11.02287,0.9154772,42.94918,72.752,0.46,27.048,13.632,0,15.94971,52.5,1,13.5,0,0,0,0,0,0,0,13.63286,92.3,23,0,7.793075,5.098039,0.0,0,1688183410.283,76.49333333333333,58.0,5.75
111,116.292,34.25422,-118.5274,112.5149,39.96428,0.3700122,0.1741622,302.0197,0.120845,1954.5,0.553014,10.58823,0.6829314,5.073278,32.15686,138,73.4,8.02842,2,0.5688531,0.02065489,27.54085,1.877926,73.22,0,0,0,77.45,1183.5,82.625,78.8,70.58823,0,-11.02287,0.9154772,42.94918,72.752,0.46,27.048,13.632,0,15.94971,52.5,1,13.5,0,0,0,0,0,0,0,13.63286,92.3,23,0,7.793075,5.098039,0.0,0,1688183411.292,76.485,58.0,5.75
112,117.288,34.25406,-118.5274,112.5149,39.96428,0.3700122,0.1741622,302.0197,0.120845,1954.5,0.553014,10.58823,0.6829314,5.073278,32.15686,138,73.4,8.02842,2,0.5688531,0.02065489,27.54085,1.877926,73.22,0,0,0,77.45,1183.5,82.625,78.8,70.58823,0,-11.02287,0.9154772,42.94918,72.752,0.46,27.048,13.632,0,15.94971,52.5,1,13.5,0,0,0,0,0,0,0,13.63286,92.3,23,0,7.793075,5.098039,0.0,0,1688183412.288,76.47666666666666,58.0,5.75
113,118.301,34.25389,-118.5274,112.5149,39.96428,0.3700122,0.1741622,302.0197,0.120845,1954.5,0.553014,10.58823,0.6829314,5.073278,32.15686,138,73.4,8.02842,2,0.5688531,0.02065489,27.54085,1.877926,73.22,0,0,0,77.45,1183.5,82.625,78.8,70.58823,0,-11.02287,0.9154772,42.94918,72.752,0.46,27.048,13.632,0,15.94971,52.5,1,13.5,0,0,0,0,0,0,0,13.63286,92.3,23,0,7.793075,5.098039,0.0,0,1688183413.301,76.46833333333333,58.0,5.75
114,119.302,34.25373,-118.5274,2044.835,39.96976,0.02035952,0.009583088,302.0205,0.006649364,0.0,0.030429,0.0,0.0,0.2791517,0.0,138,73.4,0.2753883,1,0.6551337,0.02069746,31.65286,1.98492,72.59,0,0,0,77.45,0.0,82.625,82.4,70.58823,0,0.0,1.937198,39.76776,72.176,-0.32,27.048,13.652,0,15.96924,51.5,1,13.5,0,0,0,0,0,0,0,0.0,92.3,26,0,7.793075,0.0,0.0,0,1688183414.302,76.46,58.0,5.75
115,120.286,34.25357,-118.5274,2044.835,39.96976,0.02035952,0.009583088,302.0205,0.006649364,0.0,0.030429,0.0,0.0,0.2791517,0.0,138,73.4,0.2753883,1,0.6551337,0.02069746,31.65286,1.98492,72.59,0,0,0,77.45,0.0,82.625,82.4,70.58823,0,0.0,1.937198,39.76776,72.176,-0.32,27.048,13.652,0,15.96924,51.5,1,13.5,0,0,0,0,0,0,0,0.0,92.3,26,0,7.793075,0.0,0.0,0,1688183415.286,76.45166666666667,58.0,5.75
116,121.296,34.2534,-118.5274,2044.835,39.96976,0.02035952,0.009583088,302.0205,0.006649364,0.0,0.030429,0.0,0.0,0.2791517,0.0,138,73.4,0.2753883,1,0.6551337,0.02069746,31.65286,1.98492,72.59,0,0,0,77.45,0.0,82.625,82.4,70.58823,0,0.0,1.937198,39.76776,72.176,-0.32,27.048,13.652,0,15.96924,51.5,1,13.5,0,0,0,0,0,0,0,0.0,92.3,26,0,7.793075,0.0,0.0,0,1688183416.296,76.44333333333333,58.0,5.75
117,122.299,34.25323,-118.5274,2044.835,39.96976,0.02035952,0.009583088,302.0205,0.006649364,0.0,0.030429,0.0,0.0,0.2791517,0.0,138,73.4,0.2753883,1,0.6551337,0.02069746,31.65286,1.98492,72.59,0,0,0,77.45,0.0,82.625,82.4,70.58823,0,0.0,1.937198,39.76776,72.176,-0.32,27.048,13.652,0,15.96924,51.5,1,13.5,0,0,0,0,0,0,0,0.0,92.3,26,0,7.793075,0.0,0.0,0,1688183417.299,76.435,58.0,5.75
118,123.303,34.25306,-118.5274,2044.835,39.96976,0.02035952,0.009583088,302.0205,0.006649364,0.0,0.030429,0.0,0.0,0.2791517,0.0,138,73.4,0.2753883,1,0.6551337,0.02069746,31.65286,1.98492,72.59,0,0,0,77.45,0.0,82.625,82.4,70.58823,0,0.0,1.937198,39.76776,72.176,-0.32,27.048,13.652,0,15.96924,51.5,1,13.5,0,0,0,0,0,0,0,0.0,92.3,26,0,7.793075,0.0,0.0,0,1688183418.303,76.42666666666666,58.0,5.75
119,124.305,34.25289,-118.5274,2044.835,39.96976,0.02035952,0.009583088,302.0205,0.006649364,0.0,0.030429,0.0,0.0,0.2791517,0.0,138,73.4,0.2753883,1,0.6551337,0.02069746,31.65286,1.98492,72.59,0,0,0,77.45,0.0,82.625,82.4,70.58823,0,0.0,1.937198,39.76776,72.176,-0.32,27.048,13.652,0,15.96924,51.5,1,13.5,0,0,0,0,0,0,0,0.0,92.3,26,0,7.793075,0.0,0.0,0,1688183419.305,76.41833333333334,58.0,5.75
120,125.299,34.25271,-118.5274,2061.339,39.97431,0.01929219,0.009506361,302.0212,0.006300778,0.0,0.027783,0.0,0.0,0.2645174,0.0,138,73.4,0.0,1,0.7265108,0.02073166,35.04354,2.087157,72.59,0,0,0,77.45,0.0,82.625,82.4,70.58823,0,0.0,-0.2115648,41.35847,72.176,0.11,27.048,13.632,0,14.50928,53.0,1,13.5,0,0,0,0,0,0,0,0.0,92.3,32,0,7.660989,0.0,77.25491,0,1688183420.299,76.41,58.0,5.75
121,126.299,34.25253,-118.5274,2061.339,39.97431,0.01929219,0.009506361,302.0212,0.006300778,0.0,0.027783,0.0,0.0,0.2645174,0.0,138,73.4,0.0,1,0.7265108,0.02073166,35.04354,2.087157,72.59,0,0,0,77.45,0.0,82.625,82.4,70.58823,0,0.0,-0.2115648,41.35847,72.176,0.11,27.048,13.632,0,14.50928,53.0,1,13.5,0,0,0,0,0,0,0,0.0,92.3,32,0,7.660989,0.0,77.25491,0,1688183421.299,76.413,58.0,5.75
122,127.303,34.25236,-118.5274,2061.339,39.97431,0.01929219,0.009506361,302.0212,0.006300778,0.0,0.027783,0.0,0.0,0.2645174,0.0,138,73.4,0.0,1,0.7265108,0.02073166,35.04354,2.087157,72.59,0,0,0,77.45,0.0,82.625,82.4,70.58823,0,0.0,-0.2115648,41.35847,72.176,0.11,27.048,13.632,0,14.50928,53.0,1,13.5,0,0,0,0,0,0,0,0.0,92.3,32,0,7.660989,0.0,77.25491,0,1688183422.303,76.416,58.0,5.75
123,128.288,34.25218,-118.5274,2061.339,39.97431,0.01929219,0.009506361,302.0212,0.006300778,0.0,0.027783,0.0,0.0,0.2645174,0.0,138,73.4,0.0,1,0.7265108,0.02073166,35.04354,2.087157,72.59,0,0,0,77.45,0.0,82.625,82.4,70.58823,0,0.0,-0.2115648,41.35847,72.176,0.11,27.048,13.632,0,14.50928,53.0,1,13.5,0,0,0,0,0,0,0,0.0,92.3,32,0,7.660989,0.0,77.25491,0,1688183423.288,76.419,58.0,5.75
124,129.299,34.25201,-118.5274,2061.339,39.97431,0.01929219,0.009506361,302.0212,0.006300778,0.0,0.027783,0.0,0.0,0.2645174,0.0,138,73.4,0.0,1,0.7265108,0.02073166,35.04354,2.087157,72.59,0,0,0,77.45,0.0,82.625,82.4,70.58823,0,0.0,-0.2115648,41.35847,72.176,0.11,27.048,13.632,0,14.50928,53.0,1,13.5,0,0,0,0,0,0,0,0.0,92.3,32,0,7.660989,0.0,77.25491,0,1688183424.299,76.422,58.0,5.75
125,130.3,34.25184,-118.5273,2061.339,39.97431,0.01929219,0.009506361,302.0212,0.006300778,0.0,0.027783,0.0,0.0,0.2645174,0.0,138,73.4,0.0,1,0.7265108,0.02073166,35.04354,2.087157,72.59,0,0,0,77.45,0.0,82.625,82.4,70.58823,0,0.0,-0.2115648,41.35847,72.176,0.11,27.048,13.632,0,14.50928,53.0,1,13.5,0,0,0,0,0,0,0,0.0,92.3,32,0,7.660989,0.0,77.25491,0,1688183425.3,76.425,58.0,5.75
126,131.299,34.25166,-118.5274,2061.339,39.97431,0.01929219,0.009506361,302.0212,0.006300778,0.0,0.027783,0.0,0.0,0.2645174,0.0,138,73.4,0.0,1,0.7265108,0.02073166,35.04354,2.087157,72.59,0,0,0,77.45,0.0,82.625,82.4,70.58823,0,0.0,-0.2115648,41.35847,72.176,0.11,27.048,13.632,0,14.50928,53.0,1,13.5,0,0,0,0,0,0,0,0.0,92.3,32,0,7.660989,0.0,77.25491,0,1688183426.299,76.428,58.0,5.75
127,132.299,34.25149,-118.5274,54.03967,39.97549,0.7933914,0.3626194,302.048,0.2591195,1146.0,1.140426,41.17647,1.320095,10.87828,80.0,138,73.4,0.0,2,0.79941,0.02209795,36.17576,2.189296,72.59,0,0,0,77.45,1213.25,82.625,82.4,70.58823,0,-4.061057,0.1606529,42.15382,72.176,-0.51,27.048,13.574,0,15.74951,52.5,1,13.5,0,0,0,0,0,0,0,49.8551,92.3,35,0,7.793075,13.33333,38.43137,0,1688183427.299,76.431,58.0,5.75
128,133.299,34.25132,-118.5274,54.03967,39.97549,0.7933914,0.3626194,302.048,0.2591195,1146.0,1.140426,41.17647,1.320095,10.87828,80.0,138,73.4,0.0,2,0.79941,0.02209795,36.17576,2.189296,72.59,0,0,0,77.45,1213.25,82.625,82.4,70.58823,0,-4.061057,0.1606529,42.15382,72.176,-0.51,27.048,13.574,0,15.74951,52.5,1,13.5,0,0,0,0,0,0,0,49.8551,92.3,35,0,7.793075,13.33333,38.43137,0,1688183428.299,76.434,58.0,5.75
129,134.295,34.25116,-118.5274,54.03967,39.97549,0.7933914,0.3626194,302.048,0.2591195,1146.0,1.140426,41.17647,1.320095,10.87828,80.0,138,73.4,0.0,2,0.79941,0.02209795,36.17576,2.189296,72.59,0,0,0,77.45,1213.25,82.625,82.4,70.58823,0,-4.061057,0.1606529,42.15382,72.176,-0.51,27.048,13.574,0,15.74951,52.5,1,13.5,0,0,0,0,0,0,0,49.8551,92.3,35,0,7.793075,13.33333,38.43137,0,1688183429.295,76.437,58.0,5.75
130,135.299,34.251,-118.5274,54.03967,39.97549,0.7933914,0.3626194,302.048,0.2591195,1146.0,1.140426,41.17647,1.320095,10.87828,80.0,138,73.4,0.0,2,0.79941,0.02209795,36.17576,2.189296,72.59,0,0,0,77.45,1213.25,82.625,82.4,70.58823,0,-4.061057,0.1606529,42.15382,72.176,-0.51,27.048,13.574,0,15.74951,52.5,1,13.5,0,0,0,0,0,0,0,49.8551,92.3,35,0,7.793075,13.33333,38.43137,0,1688183430.299,76.44,58.0,5.75
131,136.299,34.25084,-118.5274,54.03967,39.97549,0.7933914,0.3626194,302.048,0.2591195,1146.0,1.140426,41.17647,1.320095,10.87828,80.0,138,73.4,0.0,2,0.79941,0.02209795,36.17576,2.189296,72.59,0,0,0,77.45,1213.25,82.625,82.4,70.58823,0,-4.061057,0.1606529,42.15382,72.176,-0.51,27.048,13.574,0,15.74951,52.5,1,13.5,0,0,0,0,0,0,0,49.8551,92.3,35,0,7.793075,13.33333,38.43137,0,1688183431.299,76.443,58.0,5.75
132,137.298,34.25068,-118.5274,54.03967,39.97549,0.7933914,0.3626194,302.048,0.2591195,1146.0,1.140426,41.17647,1.320095,10.87828,80.0,138,73.4,0.0,2,0.79941,0.02209795,36.17576,2.189296,72.59,0,0,0,77.45,1213.25,82.625,82.4,70.58823,0,-4.061057,0.1606529,42.15382,72.176,-0.51,27.048,13.574,0,15.74951,52.5,1,13.5,0,0,0,0,0,0,0,49.8551,92.3,35,0,7.793075,13.33333,38.43137,0,1688183432.298,76.446,58.0,5.75
133,138.299,34.25052,-118.5274,54.03967,39.97549,0.7933914,0.3626194,302.048,0.2591195,1146.0,1.140426,41.17647,1.320095,10.87828,80.0,138,73.4,0.0,2,0.79941,0.02209795,36.17576,2.189296,72.59,0,0,0,77.45,1213.25,82.625,82.4,70.58823,0,-4.061057,0.1606529,42.15382,72.176,-0.51,27.048,13.574,0,15.74951,52.5,1,13.5,0,0,0,0,0,0,0,49.8551,92.3,35,0,7.793075,13.33333,38.43137,0,1688183433.299,76.449,58.0,5.75
134,139.3,34.25037,-118.5274,54.03967,39.97549,0.7933914,0.3626194,302.048,0.2591195,1146.0,1.140426,41.17647,1.320095,10.87828,80.0,138,73.4,0.0,2,0.79941,0.02209795,36.17576,2.189296,72.59,0,0,0,77.45,1213.25,82.625,82.4,70.58823,0,-4.061057,0.1606529,42.15382,72.176,-0.51,27.048,13.574,0,15.74951,52.5,1,13.5,0,0,0,0,0,0,0,49.8551,92.3,35,0,7.793075,13.33333,38.43137,0,1688183434.3,76.452,58.0,5.75
135,140.3,34.25022,-118.5274,155.2185,39.97885,0.2682146,0.1262468,302.0568,0.08759815,1135.0,0.400869,14.90196,0.5494969,3.67752,40.0,138,71.6,6.187445,2,0.8690993,0.02254618,38.54752,2.326143,71.96,0,0,0,77.45,1157.0,82.625,82.4,70.58823,0,-9.862566,0.2209871,38.9724,71.6,-4.58,27.048,13.574,0,16.09985,51.5,1,13.5,0,0,0,0,0,0,0,17.0174,92.3,41,0,8.849763,14.5098,40.0,0,1688183435.3,76.455,58.0,5.75
136,141.298,34.25007,-118.5274,155.2185,39.97885,0.2682146,0.1262468,302.0568,0.08759815,1135.0,0.400869,14.90196,0.5494969,3.67752,40.0,138,71.6,6.187445,2,0.8690993,0.02254618,38.54752,2.326143,71.96,0,0,0,77.45,1157.0,82.625,82.4,70.58823,0,-9.862566,0.2209871,38.9724,71.6,-4.58,27.048,13.574,0,16.09985,51.5,1,13.5,0,0,0,0,0,0,0,17.0174,92.3,41,0,8.849763,14.5098,40.0,0,1688183436.298,76.458,58.0,5.75
137,142.313,34.24994,-118.5274,155.2185,39.97885,0.2682146,0.1262468,302.0568,0.08759815,1135.0,0.400869,14.90196,0.5494969,3.67752,40.0,138,71.6,6.187445,2,0.8690993,0.02254618,38.54752,2.326143,71.96,0,0,0,77.45,1157.0,82.625,82.4,70.58823,0,-9.862566,0.2209871,38.9724,71.6,-4.58,27.048,13.574,0,16.09985,51.5,1,13.5,0,0,0,0,0,0,0,17.0174,92.3,41,0,8.849763,14.5098,40.0,0,1688183437.313,76.461,58.0,5.75
138,143.297,34.24981,-118.5274,155.2185,39.97885,0.2682146,0.1262468,302.0568,0.08759815,1135.0,0.400869,14.90196,0.5494969,3.67752,40.0,138,71.6,6.187445,2,0.8690993,0.02254618,38.54752,2.326143,71.96,0,0,0,77.45,1157.0,82.625,82.4,70.58823,0,-9.862566,0.2209871,38.9724,71.6,-4.58,27.048,13.574,0,16.09985,51.5,1,13.5,0,0,0,0,0,0,0,17.0174,92.3,41,0,8.849763,14.5098,40.0,0,1688183438.297,76.464,58.0,5.75
139,144.311,34.24971,-118.5274,155.2185,39.97885,0.2682146,0.1262468,302.0568,0.08759815,1135.0,0.400869,14.90196,0.5494969,3.67752,40.0,138,71.6,6.187445,2,0.8690993,0.02254618,38.54752,2.326143,71.96,0,0,0,77.45,1157.0,82.625,82.4,70.58823,0,-9.862566,0.2209871,38.9724,71.6,-4.58,27.048,13.574,0,16.09985,51.5,1,13.5,0,0,0,0,0,0,0,17.0174,92.3,41,0,8.849763,14.5098,40.0,0,1688183439.311,76.467,58.0,5.75
140,145.301,34.2496,-118.5274,155.2185,39.97885,0.2682146,0.1262468,302.0568,0.08759815,1135.0,0.400869,14.90196,0.5494969,3.67752,40.0,138,71.6,6.187445,2,0.8690993,0.02254618,38.54752,2.326143,71.96,0,0,0,77.45,1157.0,82.625,82.4,70.58823,0,-9.862566,0.2209871,38.9724,71.6,-4.58,27.048,13.574,0,16.09985,51.5,1,13.5,0,0,0,0,0,0,0,17.0174,92.3,41,0,8.849763,14.5098,40.0,0,1688183440.301,76.47,58.0,5.75
141,146.301,34.24951,-118.5274,141.3339,39.98288,0.2637886,0.1386492,302.0687,0.08615263,1154.5,0.394254,14.5098,0.5552256,3.616835,39.21569,138,71.6,6.185397,2,0.9554301,0.02315374,41.26461,2.427585,71.96,0,0,0,77.45,1120.25,82.625,82.4,70.58823,0,-9.862566,-0.5338659,27.83743,71.6,0.05,27.097,13.593,0,18.02979,47.5,1,13.5,0,0,0,0,0,0,0,16.4539,92.3,40,0,7.925161,14.90196,40.39216,0,1688183441.301,76.473,58.0,5.75
142,147.301,34.24943,-118.5274,141.3339,39.98288,0.2637886,0.1386492,302.0687,0.08615263,1154.5,0.394254,14.5098,0.5552256,3.616835,39.21569,138,71.6,6.185397,2,0.9554301,0.02315374,41.26461,2.427585,71.96,0,0,0,77.45,1120.25,82.625,82.4,70.58823,0,-9.862566,-0.5338659,27.83743,71.6,0.05,27.097,13.593,0,18.02979,47.5,1,13.5,0,0,0,0,0,0,0,16.4539,92.3,40,0,7.925161,14.90196,40.39216,0,1688183442.301,76.476,58.0,5.75
