# StartTime = 06/13/2023 02:59:20.6064 PM
# FuelCalculationMethod = MassAirFlow
Time (sec), Vehicle speed (MPH), Instant fuel economy (MPG), Total fuel economy (MPG), Fuel rate (gal/hr), Instant CO2 rate (lb/mile), Total CO2 (lbs), CO2 flow (lb/min), Engine RPM (RPM), Intake air temperature (°F), Mass air flow rate (lb/min), Absolute load value (%), Engine fuel rate (gal/hr), Engine Fuel Rate (lb/min), Vehicle Fuel Rate (lb/min), Cylinder Fuel Rate, Mass air flow rate (lb/min).1, Engine Power (hp), Fuel Remaining (gal), Intake Air Temp (F), Outside Air Temp (F), Calculated load value (%), Engine coolant temperature (°F), Time since engine start (sec), Fuel level input (%), Evap system vapor pressure (inH2O), Ambient air temperature (°F), Engine oil temperature (°F), Engine Exhaust Flow Rate (lb/min), Intake manifold absolute pressure (inHg), AirCon High Side Pressure (PSI), A/C Cutoff Signal, Fuel system 1 status, Fuel system 2 status, Trip Distance (miles), Trip Fuel (gal), Trip Fuel Economy (MPG), Trip Duration (min), Ambient Temperature Sensor (°F), Blower Motor Speed Level, Blower Motor Speed Level (Rear), Compressor Drive Check, Compressor Speed (RPM), Compressor Target Speed (RPM), Electric Fan Speed (%), Engine Coolant Temperature (°F), Humidity Level, Humidity Sensor (%), Regulator Pressure Sensor (MPa), Room Temperature Sensor (°F), This item is Engine Coolant Temperature. (°F), This item is only used to display the customized status., Air Conditioner Feedback Value (L/s), Ambient Temperature for Air Conditioner (°F), Current Air Conditioner ECU Communication Status, Engine Coolant Temperature (IN) (°F), Engine Fuel Rate (lb/min).1, Engine Speed (RPM), Initial Intake Air Temperature (°F), Intake Air (°F), This item indicates the output value of the Refrigerant Outlet Temperature Sensor. (°F)
9.555,0.0,0.0,30.54183,0.5553468,0.0,4.452257,0.1813747,0.0,0.0,0.826875,0.0,0,0,0,0,0.0,7.614422,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0.0,0,0,0,0,0.0,0.000157085,0.0,0.01122922,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0
10.556,0.0,0.0,30.54183,0.5553468,0.0,4.452257,0.1813747,0.0,0.0,0.826875,0.0,0,0,0,0,0.0,7.614422,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0.0,0,0,0,0,0.0,0.000157085,0.0,0.01122922,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0
11.556,0.0,0.0,30.54183,0.5553468,0.0,4.452257,0.1813747,0.0,0.0,0.826875,0.0,0,0,0,0,0.0,7.614422,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0.0,0,0,0,0,0.0,0.000157085,0.0,0.01122922,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0
12.551,0.0,0.0,30.54183,0.5553468,0.0,4.452257,0.1813747,0.0,0.0,0.826875,0.0,0,0,0,0,0.0,7.614422,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0.0,0,0,0,0,0.0,0.000157085,0.0,0.01122922,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0
13.561,0.0,0.0,30.54183,0.5553468,0.0,4.452257,0.1813747,0.0,0.0,0.826875,0.0,0,0,0,0,0.0,7.614422,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0.0,0,0,0,0,0.0,0.000157085,0.0,0.01122922,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0
14.557,0.0,0.0,30.54183,0.5553468,0.0,4.452257,0.1813747,0.0,0.0,0.826875,0.0,0,0,0,0,0.0,7.614422,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0.0,0,0,0,0,0.0,0.000157085,0.0,0.01122922,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0
15.559,0.0,0.0,30.54183,0.5553468,0.0,4.452257,0.1813747,0.0,0.0,0.826875,0.0,0,0,0,0,0.0,7.614422,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0.0,0,0,0,0,0.0,0.000157085,0.0,0.01122922,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0
16.56,0.0,0.0,30.51085,0.550904,0.0,4.456777,0.1799237,1300.0,86.0,0.82026,27.05882,0,0,0,0,0.9851538,7.553506,0,0,0,56.07843,145.4,41,0,0,73.4,0,0,0.0,0,0,2,0,0.0,0.000387799,0.0,0.2692527,75.74,0,0,0,0,0,0,145.22,0,0,0,96.35,0,0,0,0,1,0,0,0.0,89.375,87.8,0
18.557,0.0,0.0,30.51085,0.550904,0.0,4.456777,0.1799237,1300.0,86.0,0.82026,27.05882,0,0,0,0,0.9851538,7.553506,0,0,0,56.07843,145.4,41,0,0,73.4,0,0,0.0,0,0,2,0,0.0,0.000387799,0.0,0.2692527,75.74,0,0,0,0,0,0,145.22,0,0,0,96.35,0,0,0,0,1,0,0,0.0,89.375,87.8,0
19.562,0.0,0.0,30.51085,0.550904,0.0,4.456777,0.1799237,1300.0,86.0,0.82026,27.05882,0,0,0,0,0.9851538,7.553506,0,0,0,56.07843,145.4,41,0,0,73.4,0,0,0.0,0,0,2,0,0.0,0.000387799,0.0,0.2692527,75.74,0,0,0,0,0,0,145.22,0,0,0,96.35,0,0,0,0,1,0,0,0.0,89.375,87.8,0
20.56,0.0,0.0,30.51085,0.550904,0.0,4.456777,0.1799237,1300.0,86.0,0.82026,27.05882,0,0,0,0,0.9851538,7.553506,0,0,0,56.07843,145.4,41,0,0,73.4,0,0,0.0,0,0,2,0,0.0,0.000387799,0.0,0.2692527,75.74,0,0,0,0,0,0,145.22,0,0,0,96.35,0,0,0,0,1,0,0,0.0,89.375,87.8,0
21.561,0.0,0.0,30.51085,0.550904,0.0,4.456777,0.1799237,1300.0,86.0,0.82026,27.05882,0,0,0,0,0.9851538,7.553506,0,0,0,56.07843,145.4,41,0,0,73.4,0,0,0.0,0,0,2,0,0.0,0.000387799,0.0,0.2692527,75.74,0,0,0,0,0,0,145.22,0,0,0,96.35,0,0,0,0,1,0,0,0.0,89.375,87.8,0
22.561,0.0,0.0,30.51085,0.550904,0.0,4.456777,0.1799237,1300.0,86.0,0.82026,27.05882,0,0,0,0,0.9851538,7.553506,0,0,0,56.07843,145.4,41,0,0,73.4,0,0,0.0,0,0,2,0,0.0,0.000387799,0.0,0.2692527,75.74,0,0,0,0,0,0,145.22,0,0,0,96.35,0,0,0,0,1,0,0,0.0,89.375,87.8,0
23.56,0.0,0.0,30.51085,0.550904,0.0,4.456777,0.1799237,1300.0,86.0,0.82026,27.05882,0,0,0,0,0.9851538,7.553506,0,0,0,56.07843,145.4,41,0,0,73.4,0,0,0.0,0,0,2,0,0.0,0.000387799,0.0,0.2692527,75.74,0,0,0,0,0,0,145.22,0,0,0,96.35,0,0,0,0,1,0,0,0.0,89.375,87.8,0
31.562,0.0,0.0,30.51085,0.550904,0.0,4.456777,0.1799237,1300.0,86.0,0.82026,27.05882,0,0,0,0,0.9851538,7.553506,0,0,0,56.07843,145.4,41,0,0,73.4,0,0,0.0,0,0,2,0,0.0,0.000387799,0.0,0.2692527,75.74,0,0,0,0,0,0,145.22,0,0,0,96.35,0,0,0,0,1,0,0,0.0,89.375,87.8,0
32.554,0.0,0.0,30.51085,0.550904,0.0,4.456777,0.1799237,1300.0,86.0,0.82026,27.05882,0,0,0,0,0.9851538,7.553506,0,0,0,56.07843,145.4,41,0,0,73.4,0,0,0.0,0,0,2,0,0.0,0.000387799,0.0,0.2692527,75.74,0,0,0,0,0,0,145.22,0,0,0,96.35,0,0,0,0,1,0,0,0.0,89.375,87.8,0
33.561,0.0,0.0,30.51085,0.550904,0.0,4.456777,0.1799237,1300.0,86.0,0.82026,27.05882,0,0,0,0,0.9851538,7.553506,0,0,0,56.07843,145.4,41,0,0,73.4,0,0,0.0,0,0,2,0,0.0,0.000387799,0.0,0.2692527,75.74,0,0,0,0,0,0,145.22,0,0,0,96.35,0,0,0,0,1,0,0,0.0,89.375,87.8,0
34.56,0.0,0.0,30.51085,0.550904,0.0,4.456777,0.1799237,1300.0,86.0,0.82026,27.05882,0,0,0,0,0.9851538,7.553506,0,0,0,56.07843,145.4,41,0,0,73.4,0,0,0.0,0,0,2,0,0.0,0.000387799,0.0,0.2692527,75.74,0,0,0,0,0,0,145.22,0,0,0,96.35,0,0,0,0,1,0,0,0.0,89.375,87.8,0
35.558,0.0,0.0,30.51085,0.550904,0.0,4.456777,0.1799237,1300.0,86.0,0.82026,27.05882,0,0,0,0,0.9851538,7.553506,0,0,0,56.07843,145.4,41,0,0,73.4,0,0,0.0,0,0,2,0,0.0,0.000387799,0.0,0.2692527,75.74,0,0,0,0,0,0,145.22,0,0,0,96.35,0,0,0,0,1,0,0,0.0,89.375,87.8,0
36.559,0.0,0.0,30.51085,0.550904,0.0,4.456777,0.1799237,1300.0,86.0,0.82026,27.05882,0,0,0,0,0.9851538,7.553506,0,0,0,56.07843,145.4,41,0,0,73.4,0,0,0.0,0,0,2,0,0.0,0.000387799,0.0,0.2692527,75.74,0,0,0,0,0,0,145.22,0,0,0,96.35,0,0,0,0,1,0,0,0.0,89.375,87.8,0
37.559,0.0,0.0,30.51085,0.550904,0.0,4.456777,0.1799237,1300.0,86.0,0.82026,27.05882,0,0,0,0,0.9851538,7.553506,0,0,0,56.07843,145.4,41,0,0,73.4,0,0,0.0,0,0,2,0,0.0,0.000387799,0.0,0.2692527,75.74,0,0,0,0,0,0,145.22,0,0,0,96.35,0,0,0,0,1,0,0,0.0,89.375,87.8,0
38.561,0.0,0.0,30.51085,0.550904,0.0,4.456777,0.1799237,1300.0,86.0,0.82026,27.05882,0,0,0,0,0.9851538,7.553506,0,0,0,56.07843,145.4,41,0,0,73.4,0,0,0.0,0,0,2,0,0.0,0.000387799,0.0,0.2692527,75.74,0,0,0,0,0,0,145.22,0,0,0,96.35,0,0,0,0,1,0,0,0.0,89.375,87.8,0
39.562,0.0,0.0,30.51085,0.550904,0.0,4.456777,0.1799237,1300.0,86.0,0.82026,27.05882,0,0,0,0,0.9851538,7.553506,0,0,0,56.07843,145.4,41,0,0,73.4,0,0,0.0,0,0,2,0,0.0,0.000387799,0.0,0.2692527,75.74,0,0,0,0,0,0,145.22,0,0,0,96.35,0,0,0,0,1,0,0,0.0,89.375,87.8,0
40.559,0.0,0.0,30.51085,0.550904,0.0,4.456777,0.1799237,1300.0,86.0,0.82026,27.05882,0,0,0,0,0.9851538,7.553506,0,0,0,56.07843,145.4,41,0,0,73.4,0,0,0.0,0,0,2,0,0.0,0.000387799,0.0,0.2692527,75.74,0,0,0,0,0,0,145.22,0,0,0,96.35,0,0,0,0,1,0,0,0.0,89.375,87.8,0
41.559,0.0,0.0,30.51085,0.550904,0.0,4.456777,0.1799237,1300.0,86.0,0.82026,27.05882,0,0,0,0,0.9851538,7.553506,0,0,0,56.07843,145.4,41,0,0,73.4,0,0,0.0,0,0,2,0,0.0,0.000387799,0.0,0.2692527,75.74,0,0,0,0,0,0,145.22,0,0,0,96.35,0,0,0,0,1,0,0,0.0,89.375,87.8,0
42.561,0.0,0.0,30.51085,0.550904,0.0,4.456777,0.1799237,1300.0,86.0,0.82026,27.05882,0,0,0,0,0.9851538,7.553506,0,0,0,56.07843,145.4,41,0,0,73.4,0,0,0.0,0,0,2,0,0.0,0.000387799,0.0,0.2692527,75.74,0,0,0,0,0,0,145.22,0,0,0,96.35,0,0,0,0,1,0,0,0.0,89.375,87.8,0
43.561,0.0,0.0,30.51085,0.550904,0.0,4.456777,0.1799237,1300.0,86.0,0.82026,27.05882,0,0,0,0,0.9851538,7.553506,0,0,0,56.07843,145.4,41,0,0,73.4,0,0,0.0,0,0,2,0,0.0,0.000387799,0.0,0.2692527,75.74,0,0,0,0,0,0,145.22,0,0,0,96.35,0,0,0,0,1,0,0,0.0,89.375,87.8,0
44.555,0.0,0.0,30.51085,0.550904,0.0,4.456777,0.1799237,1300.0,86.0,0.82026,27.05882,0,0,0,0,0.9851538,7.553506,0,0,0,56.07843,145.4,41,0,0,73.4,0,0,0.0,0,0,2,0,0.0,0.000387799,0.0,0.2692527,75.74,0,0,0,0,0,0,145.22,0,0,0,96.35,0,0,0,0,1,0,0,0.0,89.375,87.8,0
45.561,0.0,0.0,30.51085,0.550904,0.0,4.456777,0.1799237,1300.0,86.0,0.82026,27.05882,0,0,0,0,0.9851538,7.553506,0,0,0,56.07843,145.4,41,0,0,73.4,0,0,0.0,0,0,2,0,0.0,0.000387799,0.0,0.2692527,75.74,0,0,0,0,0,0,145.22,0,0,0,96.35,0,0,0,0,1,0,0,0.0,89.375,87.8,0
46.552,0.0,0.0,30.51085,0.550904,0.0,4.456777,0.1799237,1300.0,86.0,0.82026,27.05882,0,0,0,0,0.9851538,7.553506,0,0,0,56.07843,145.4,41,0,0,73.4,0,0,0.0,0,0,2,0,0.0,0.000387799,0.0,0.2692527,75.74,0,0,0,0,0,0,145.22,0,0,0,96.35,0,0,0,0,1,0,0,0.0,89.375,87.8,0
47.56,0.0,0.0,30.51085,0.550904,0.0,4.456777,0.1799237,1300.0,86.0,0.82026,27.05882,0,0,0,0,0.9851538,7.553506,0,0,0,56.07843,145.4,41,0,0,73.4,0,0,0.0,0,0,2,0,0.0,0.000387799,0.0,0.2692527,75.74,0,0,0,0,0,0,145.22,0,0,0,96.35,0,0,0,0,1,0,0,0.0,89.375,87.8,0
48.558,0.0,0.0,30.51085,0.550904,0.0,4.456777,0.1799237,1300.0,86.0,0.82026,27.05882,0,0,0,0,0.9851538,7.553506,0,0,0,56.07843,145.4,41,0,0,73.4,0,0,0.0,0,0,2,0,0.0,0.000387799,0.0,0.2692527,75.74,0,0,0,0,0,0,145.22,0,0,0,96.35,0,0,0,0,1,0,0,0.0,89.375,87.8,0
49.564,0.0,0.0,30.51085,0.550904,0.0,4.456777,0.1799237,1300.0,86.0,0.82026,27.05882,0,0,0,0,0.9851538,7.553506,0,0,0,56.07843,145.4,41,0,0,73.4,0,0,0.0,0,0,2,0,0.0,0.000387799,0.0,0.2692527,75.74,0,0,0,0,0,0,145.22,0,0,0,96.35,0,0,0,0,1,0,0,0.0,89.375,87.8,0
50.561,0.0,0.0,30.51085,0.550904,0.0,4.456777,0.1799237,1300.0,86.0,0.82026,27.05882,0,0,0,0,0.9851538,7.553506,0,0,0,56.07843,145.4,41,0,0,73.4,0,0,0.0,0,0,2,0,0.0,0.000387799,0.0,0.2692527,75.74,0,0,0,0,0,0,145.22,0,0,0,96.35,0,0,0,0,1,0,0,0.0,89.375,87.8,0
51.562,0.0,0.0,30.51085,0.550904,0.0,4.456777,0.1799237,1300.0,86.0,0.82026,27.05882,0,0,0,0,0.9851538,7.553506,0,0,0,56.07843,145.4,41,0,0,73.4,0,0,0.0,0,0,2,0,0.0,0.000387799,0.0,0.2692527,75.74,0,0,0,0,0,0,145.22,0,0,0,96.35,0,0,0,0,1,0,0,0.0,89.375,87.8,0
52.558,0.0,0.0,30.51085,0.550904,0.0,4.456777,0.1799237,1300.0,86.0,0.82026,27.05882,0,0,0,0,0.9851538,7.553506,0,0,0,56.07843,145.4,41,0,0,73.4,0,0,0.0,0,0,2,0,0.0,0.000387799,0.0,0.2692527,75.74,0,0,0,0,0,0,145.22,0,0,0,96.35,0,0,0,0,1,0,0,0.0,89.375,87.8,0
53.563,0.0,0.0,30.51085,0.550904,0.0,4.456777,0.1799237,1300.0,86.0,0.82026,27.05882,0,0,0,0,0.9851538,7.553506,0,0,0,56.07843,145.4,41,0,0,73.4,0,0,0.0,0,0,2,0,0.0,0.000387799,0.0,0.2692527,75.74,0,0,0,0,0,0,145.22,0,0,0,96.35,0,0,0,0,1,0,0,0.0,89.375,87.8,0
54.559,0.0,0.0,30.51085,0.550904,0.0,4.456777,0.1799237,1300.0,86.0,0.82026,27.05882,0,0,0,0,0.9851538,7.553506,0,0,0,56.07843,145.4,41,0,0,73.4,0,0,0.0,0,0,2,0,0.0,0.000387799,0.0,0.2692527,75.74,0,0,0,0,0,0,145.22,0,0,0,96.35,0,0,0,0,1,0,0,0.0,89.375,87.8,0
55.561,0.0,0.0,30.51085,0.550904,0.0,4.456777,0.1799237,1300.0,86.0,0.82026,27.05882,0,0,0,0,0.9851538,7.553506,0,0,0,56.07843,145.4,41,0,0,73.4,0,0,0.0,0,0,2,0,0.0,0.000387799,0.0,0.2692527,75.74,0,0,0,0,0,0,145.22,0,0,0,96.35,0,0,0,0,1,0,0,0.0,89.375,87.8,0
56.56,0.0,0.0,30.51085,0.550904,0.0,4.456777,0.1799237,1300.0,86.0,0.82026,27.05882,0,0,0,0,0.9851538,7.553506,0,0,0,56.07843,145.4,41,0,0,73.4,0,0,0.0,0,0,2,0,0.0,0.000387799,0.0,0.2692527,75.74,0,0,0,0,0,0,145.22,0,0,0,96.35,0,0,0,0,1,0,0,0.0,89.375,87.8,0
57.562,0.0,0.0,30.51085,0.550904,0.0,4.456777,0.1799237,1300.0,86.0,0.82026,27.05882,0,0,0,0,0.9851538,7.553506,0,0,0,56.07843,145.4,41,0,0,73.4,0,0,0.0,0,0,2,0,0.0,0.000387799,0.0,0.2692527,75.74,0,0,0,0,0,0,145.22,0,0,0,96.35,0,0,0,0,1,0,0,0.0,89.375,87.8,0
58.56,0.0,0.0,30.51085,0.550904,0.0,4.456777,0.1799237,1300.0,86.0,0.82026,27.05882,0,0,0,0,0.9851538,7.553506,0,0,0,56.07843,145.4,41,0,0,73.4,0,0,0.0,0,0,2,0,0.0,0.000387799,0.0,0.2692527,75.74,0,0,0,0,0,0,145.22,0,0,0,96.35,0,0,0,0,1,0,0,0.0,89.375,87.8,0
59.563,0.0,0.0,30.51085,0.550904,0.0,4.456777,0.1799237,1300.0,86.0,0.82026,27.05882,0,0,0,0,0.9851538,7.553506,0,0,0,56.07843,145.4,41,0,0,73.4,0,0,0.0,0,0,2,0,0.0,0.000387799,0.0,0.2692527,75.74,0,0,0,0,0,0,145.22,0,0,0,96.35,0,0,0,0,1,0,0,0.0,89.375,87.8,0
60.559,0.0,0.0,30.51085,0.550904,0.0,4.456777,0.1799237,1300.0,86.0,0.82026,27.05882,0,0,0,0,0.9851538,7.553506,0,0,0,56.07843,145.4,41,0,0,73.4,0,0,0.0,0,0,2,0,0.0,0.000387799,0.0,0.2692527,75.74,0,0,0,0,0,0,145.22,0,0,0,96.35,0,0,0,0,1,0,0,0.0,89.375,87.8,0
61.563,0.0,0.0,30.51085,0.550904,0.0,4.456777,0.1799237,1300.0,86.0,0.82026,27.05882,0,0,0,0,0.9851538,7.553506,0,0,0,56.07843,145.4,41,0,0,73.4,0,0,0.0,0,0,2,0,0.0,0.000387799,0.0,0.2692527,75.74,0,0,0,0,0,0,145.22,0,0,0,96.35,0,0,0,0,1,0,0,0.0,89.375,87.8,0
62.561,0.0,0.0,30.51085,0.550904,0.0,4.456777,0.1799237,1300.0,86.0,0.82026,27.05882,0,0,0,0,0.9851538,7.553506,0,0,0,56.07843,145.4,41,0,0,73.4,0,0,0.0,0,0,2,0,0.0,0.000387799,0.0,0.2692527,75.74,0,0,0,0,0,0,145.22,0,0,0,96.35,0,0,0,0,1,0,0,0.0,89.375,87.8,0
63.563,0.0,0.0,30.51085,0.550904,0.0,4.456777,0.1799237,1300.0,86.0,0.82026,27.05882,0,0,0,0,0.9851538,7.553506,0,0,0,56.07843,145.4,41,0,0,73.4,0,0,0.0,0,0,2,0,0.0,0.000387799,0.0,0.2692527,75.74,0,0,0,0,0,0,145.22,0,0,0,96.35,0,0,0,0,1,0,0,0.0,89.375,87.8,0
65.561,0.0,0.0,30.51085,0.550904,0.0,4.456777,0.1799237,1300.0,86.0,0.82026,27.05882,0,0,0,0,0.9851538,7.553506,0,0,0,56.07843,145.4,41,0,0,73.4,0,0,0.0,0,0,2,0,0.0,0.000387799,0.0,0.2692527,75.74,0,0,0,0,0,0,145.22,0,0,0,96.35,0,0,0,0,1,0,0,0.0,89.375,87.8,0
66.559,0.0,0.0,30.51085,0.550904,0.0,4.456777,0.1799237,1300.0,86.0,0.82026,27.05882,0,0,0,0,0.9851538,7.553506,0,0,0,56.07843,145.4,41,0,0,73.4,0,0,0.0,0,0,2,0,0.0,0.000387799,0.0,0.2692527,75.74,0,0,0,0,0,0,145.22,0,0,0,96.35,0,0,0,0,1,0,0,0.0,89.375,87.8,0
69.562,0.0,0.0,30.51085,0.550904,0.0,4.456777,0.1799237,1300.0,86.0,0.82026,27.05882,0,0,0,0,0.9851538,7.553506,0,0,0,56.07843,145.4,41,0,0,73.4,0,0,0.0,0,0,2,0,0.0,0.000387799,0.0,0.2692527,75.74,0,0,0,0,0,0,145.22,0,0,0,96.35,0,0,0,0,1,0,0,0.0,89.375,87.8,0
70.555,0.0,0.0,30.51085,0.550904,0.0,4.456777,0.1799237,1300.0,86.0,0.82026,27.05882,0,0,0,0,0.9851538,7.553506,0,0,0,56.07843,145.4,41,0,0,73.4,0,0,0.0,0,0,2,0,0.0,0.000387799,0.0,0.2692527,75.74,0,0,0,0,0,0,145.22,0,0,0,96.35,0,0,0,0,1,0,0,0.0,89.375,87.8,0
71.561,0.0,0.0,30.51085,0.550904,0.0,4.456777,0.1799237,1300.0,86.0,0.82026,27.05882,0,0,0,0,0.9851538,7.553506,0,0,0,56.07843,145.4,41,0,0,73.4,0,0,0.0,0,0,2,0,0.0,0.000387799,0.0,0.2692527,75.74,0,0,0,0,0,0,145.22,0,0,0,96.35,0,0,0,0,1,0,0,0.0,89.375,87.8,0
72.555,0.0,0.0,30.51085,0.550904,0.0,4.456777,0.1799237,1300.0,86.0,0.82026,27.05882,0,0,0,0,0.9851538,7.553506,0,0,0,56.07843,145.4,41,0,0,73.4,0,0,0.0,0,0,2,0,0.0,0.000387799,0.0,0.2692527,75.74,0,0,0,0,0,0,145.22,0,0,0,96.35,0,0,0,0,1,0,0,0.0,89.375,87.8,0
